id,type,contour_coordinates,distance
new_1,new_mask,"[[[573, 2398], [572, 2399], [571, 2399], [569, 2401], [568, 2401], [559, 2410], [559, 2411], [558, 2412], [558, 2414], [557, 2415], [557, 2417], [556, 2418], [556, 2420], [555, 2421], [555, 2422], [554, 2423], [554, 2425], [553, 2426], [553, 2429], [552, 2430], [552, 2432], [551, 2433], [551, 2436], [550, 2437], [550, 2440], [549, 2441], [549, 2443], [548, 2444], [548, 2446], [547, 2447], [547, 2450], [546, 2451], [546, 2453], [545, 2454], [545, 2457], [544, 2458], [544, 2461], [543, 2462], [543, 2463], [542, 2464], [542, 2465], [541, 2466], [541, 2467], [540, 2468], [540, 2469], [539, 2470], [539, 2471], [537, 2473], [537, 2474], [534, 2477], [534, 2478], [533, 2479], [533, 2480], [519, 2494], [519, 2495], [515, 2499], [515, 2500], [514, 2501], [514, 2502], [513, 2503], [513, 2504], [512, 2505], [512, 2506], [511, 2507], [511, 2508], [510, 2509], [510, 2510], [509, 2511], [509, 2513], [508, 2514], [508, 2515], [507, 2516], [507, 2517], [506, 2518], [506, 2519], [505, 2520], [505, 2521], [503, 2523], [503, 2524], [494, 2533], [493, 2533], [481, 2545], [481, 2546], [480, 2547], [480, 2549], [479, 2550], [479, 2552], [478, 2553], [478, 2555], [477, 2556], [477, 2557], [476, 2558], [476, 2559], [475, 2560], [475, 2562], [474, 2563], [474, 2564], [473, 2565], [473, 2566], [472, 2567], [472, 2568], [470, 2570], [470, 2572], [469, 2573], [469, 2574], [467, 2576], [467, 2577], [459, 2585], [459, 2586], [455, 2590], [455, 2591], [454, 2592], [454, 2593], [453, 2594], [453, 2596], [452, 2597], [452, 2598], [451, 2599], [451, 2601], [450, 2602], [450, 2603], [449, 2604], [449, 2614], [450, 2615], [450, 2618], [451, 2619], [451, 2620], [452, 2621], [452, 2622], [455, 2625], [456, 2625], [466, 2635], [467, 2635], [469, 2637], [470, 2637], [471, 2638], [472, 2638], [473, 2639], [475, 2639], [476, 2640], [478, 2640], [479, 2641], [483, 2641], [484, 2642], [491, 2642], [492, 2643], [516, 2643], [517, 2642], [527, 2642], [528, 2643], [534, 2643], [535, 2642], [540, 2642], [541, 2641], [543, 2641], [544, 2640], [545, 2640], [546, 2639], [547, 2639], [548, 2638], [549, 2638], [551, 2636], [552, 2636], [553, 2635], [553, 2634], [554, 2633], [554, 2632], [556, 2630], [556, 2629], [557, 2628], [557, 2627], [559, 2625], [559, 2624], [561, 2622], [561, 2621], [563, 2619], [563, 2618], [565, 2616], [565, 2615], [568, 2612], [568, 2611], [571, 2608], [571, 2607], [573, 2605], [573, 2604], [574, 2603], [574, 2602], [575, 2601], [575, 2600], [578, 2597], [578, 2596], [579, 2595], [579, 2594], [581, 2592], [581, 2591], [584, 2588], [584, 2587], [586, 2585], [586, 2584], [587, 2583], [587, 2582], [589, 2580], [589, 2579], [591, 2577], [591, 2576], [593, 2574], [593, 2573], [596, 2570], [596, 2569], [598, 2567], [598, 2566], [600, 2564], [600, 2563], [601, 2562], [601, 2561], [603, 2559], [603, 2558], [606, 2555], [606, 2554], [608, 2552], [608, 2551], [610, 2549], [610, 2548], [612, 2546], [612, 2545], [613, 2544], [613, 2543], [614, 2542], [614, 2541], [615, 2540], [615, 2539], [617, 2537], [617, 2536], [618, 2535], [618, 2534], [620, 2532], [620, 2531], [621, 2530], [621, 2529], [622, 2528], [622, 2527], [623, 2526], [623, 2525], [624, 2524], [624, 2523], [625, 2522], [625, 2521], [626, 2520], [626, 2519], [627, 2518], [627, 2517], [628, 2516], [628, 2515], [629, 2514], [629, 2513], [630, 2512], [630, 2511], [631, 2510], [631, 2509], [632, 2508], [632, 2506], [633, 2505], [633, 2503], [634, 2502], [634, 2501], [635, 2500], [635, 2499], [636, 2498], [636, 2496], [637, 2495], [637, 2494], [638, 2493], [638, 2492], [639, 2491], [639, 2490], [640, 2489], [640, 2488], [641, 2487], [641, 2486], [643, 2484], [643, 2483], [644, 2482], [644, 2481], [645, 2480], [645, 2479], [647, 2477], [647, 2476], [648, 2475], [648, 2474], [649, 2473], [649, 2471], [650, 2470], [650, 2468], [651, 2467], [651, 2457], [652, 2456], [652, 2453], [650, 2451], [650, 2450], [647, 2447], [646, 2447], [643, 2444], [642, 2444], [639, 2441], [638, 2441], [635, 2438], [634, 2438], [628, 2432], [627, 2432], [623, 2428], [622, 2428], [620, 2426], [619, 2426], [617, 2424], [616, 2424], [614, 2422], [613, 2422], [612, 2421], [611, 2421], [609, 2419], [608, 2419], [606, 2417], [605, 2417], [604, 2416], [603, 2416], [601, 2414], [600, 2414], [599, 2413], [598, 2413], [597, 2412], [596, 2412], [595, 2411], [594, 2411], [593, 2410], [592, 2410], [591, 2409], [590, 2409], [589, 2408], [588, 2408], [587, 2407], [586, 2407], [584, 2405], [583, 2405], [577, 2399], [575, 2399], [574, 2398]]]",
Polygon 1,mask,"[[[2177, 3548], [2176, 3549], [2174, 3549], [2173, 3550], [2172, 3550], [2171, 3551], [2170, 3551], [2169, 3552], [2168, 3552], [2167, 3553], [2166, 3553], [2165, 3554], [2163, 3554], [2162, 3555], [2161, 3555], [2160, 3556], [2159, 3556], [2158, 3557], [2157, 3557], [2156, 3558], [2154, 3558], [2153, 3559], [2152, 3559], [2151, 3560], [2150, 3560], [2149, 3561], [2148, 3561], [2146, 3563], [2145, 3563], [2144, 3564], [2143, 3564], [2141, 3566], [2140, 3566], [2139, 3567], [2138, 3567], [2136, 3569], [2135, 3569], [2131, 3573], [2130, 3573], [2123, 3580], [2122, 3580], [2111, 3591], [2110, 3591], [2098, 3603], [2098, 3604], [2095, 3607], [2095, 3608], [2093, 3610], [2093, 3611], [2092, 3612], [2092, 3613], [2091, 3614], [2091, 3615], [2090, 3616], [2090, 3617], [2089, 3618], [2089, 3620], [2088, 3621], [2088, 3623], [2087, 3624], [2087, 3626], [2086, 3627], [2086, 3629], [2085, 3630], [2085, 3632], [2084, 3633], [2084, 3634], [2083, 3635], [2083, 3636], [2082, 3637], [2082, 3638], [2081, 3639], [2081, 3642], [2080, 3643], [2080, 3650], [2081, 3651], [2081, 3659], [2085, 3663], [2085, 3664], [2086, 3664], [2089, 3667], [2090, 3667], [2101, 3678], [2101, 3679], [2102, 3679], [2104, 3681], [2105, 3681], [2109, 3685], [2110, 3685], [2114, 3689], [2115, 3689], [2118, 3692], [2119, 3692], [2123, 3696], [2124, 3696], [2129, 3701], [2129, 3702], [2134, 3707], [2134, 3708], [2138, 3712], [2138, 3713], [2146, 3721], [2147, 3721], [2153, 3727], [2154, 3727], [2164, 3737], [2165, 3737], [2167, 3739], [2168, 3739], [2172, 3743], [2173, 3743], [2177, 3747], [2178, 3747], [2181, 3750], [2182, 3750], [2185, 3753], [2186, 3753], [2201, 3768], [2202, 3768], [2207, 3773], [2208, 3773], [2213, 3778], [2214, 3778], [2223, 3787], [2224, 3787], [2227, 3790], [2228, 3790], [2230, 3792], [2231, 3792], [2233, 3794], [2235, 3794], [2236, 3795], [2237, 3795], [2238, 3796], [2241, 3796], [2242, 3797], [2245, 3797], [2246, 3798], [2249, 3798], [2250, 3799], [2262, 3799], [2263, 3798], [2268, 3798], [2269, 3797], [2275, 3797], [2276, 3796], [2286, 3796], [2287, 3795], [2296, 3795], [2297, 3794], [2302, 3794], [2303, 3793], [2307, 3793], [2308, 3792], [2311, 3792], [2313, 3790], [2314, 3790], [2320, 3784], [2320, 3783], [2324, 3779], [2324, 3778], [2326, 3776], [2326, 3775], [2327, 3774], [2327, 3772], [2328, 3771], [2328, 3770], [2329, 3769], [2329, 3767], [2330, 3766], [2330, 3764], [2331, 3763], [2331, 3759], [2332, 3758], [2332, 3751], [2333, 3750], [2333, 3741], [2334, 3740], [2334, 3735], [2335, 3734], [2335, 3730], [2336, 3729], [2336, 3726], [2337, 3725], [2337, 3720], [2338, 3719], [2338, 3713], [2339, 3712], [2339, 3706], [2340, 3705], [2340, 3699], [2339, 3698], [2339, 3694], [2338, 3693], [2338, 3690], [2337, 3689], [2337, 3686], [2336, 3685], [2336, 3683], [2334, 3681], [2334, 3680], [2332, 3678], [2331, 3678], [2325, 3672], [2324, 3672], [2320, 3668], [2319, 3668], [2315, 3664], [2314, 3664], [2311, 3661], [2310, 3661], [2296, 3647], [2295, 3647], [2288, 3640], [2287, 3640], [2283, 3636], [2282, 3636], [2278, 3632], [2277, 3632], [2273, 3628], [2272, 3628], [2269, 3625], [2269, 3624], [2267, 3622], [2267, 3621], [2266, 3620], [2266, 3619], [2265, 3618], [2265, 3616], [2263, 3614], [2263, 3613], [2256, 3606], [2255, 3606], [2249, 3600], [2248, 3600], [2238, 3590], [2237, 3590], [2234, 3587], [2233, 3587], [2231, 3585], [2230, 3585], [2229, 3584], [2228, 3584], [2226, 3582], [2225, 3582], [2222, 3579], [2221, 3579], [2218, 3576], [2217, 3576], [2202, 3561], [2202, 3560], [2199, 3557], [2199, 3556], [2196, 3553], [2196, 3552], [2194, 3550], [2192, 3550], [2191, 3549], [2186, 3549], [2185, 3548]]]",
Polygon 2,mask,"[[[1610, 2905], [1609, 2906], [1607, 2906], [1606, 2907], [1605, 2907], [1604, 2908], [1603, 2908], [1602, 2909], [1601, 2909], [1600, 2910], [1598, 2910], [1597, 2911], [1594, 2911], [1593, 2912], [1592, 2912], [1591, 2913], [1589, 2913], [1588, 2914], [1587, 2914], [1586, 2915], [1585, 2915], [1584, 2916], [1583, 2916], [1582, 2917], [1581, 2917], [1579, 2919], [1578, 2919], [1577, 2920], [1576, 2920], [1575, 2921], [1574, 2921], [1573, 2922], [1572, 2922], [1550, 2944], [1549, 2944], [1548, 2945], [1548, 2946], [1533, 2961], [1533, 2962], [1530, 2965], [1530, 2966], [1529, 2967], [1529, 2968], [1528, 2969], [1528, 2971], [1527, 2972], [1527, 2974], [1526, 2975], [1526, 2978], [1525, 2979], [1525, 2982], [1524, 2983], [1524, 2987], [1523, 2988], [1523, 2991], [1522, 2992], [1522, 2994], [1521, 2995], [1521, 3012], [1522, 3013], [1522, 3015], [1530, 3023], [1531, 3023], [1557, 3049], [1558, 3049], [1563, 3054], [1564, 3054], [1569, 3059], [1570, 3059], [1574, 3063], [1575, 3063], [1578, 3066], [1579, 3066], [1586, 3073], [1587, 3073], [1599, 3085], [1600, 3085], [1604, 3089], [1605, 3089], [1608, 3092], [1609, 3092], [1611, 3094], [1612, 3094], [1615, 3097], [1616, 3097], [1620, 3101], [1621, 3101], [1627, 3107], [1628, 3107], [1633, 3112], [1634, 3112], [1637, 3115], [1638, 3115], [1652, 3129], [1653, 3129], [1658, 3134], [1659, 3134], [1661, 3136], [1662, 3136], [1664, 3138], [1665, 3138], [1666, 3139], [1667, 3139], [1668, 3140], [1669, 3140], [1670, 3141], [1672, 3141], [1673, 3142], [1675, 3142], [1676, 3143], [1678, 3143], [1679, 3144], [1681, 3144], [1682, 3145], [1684, 3145], [1685, 3146], [1688, 3146], [1689, 3147], [1696, 3147], [1697, 3148], [1708, 3148], [1709, 3149], [1711, 3149], [1712, 3148], [1726, 3148], [1727, 3147], [1732, 3147], [1733, 3146], [1737, 3146], [1738, 3145], [1741, 3145], [1742, 3144], [1745, 3144], [1746, 3143], [1747, 3143], [1748, 3142], [1749, 3142], [1751, 3140], [1752, 3140], [1753, 3139], [1754, 3139], [1756, 3137], [1757, 3137], [1759, 3135], [1760, 3135], [1762, 3133], [1763, 3133], [1765, 3131], [1765, 3130], [1767, 3128], [1767, 3127], [1769, 3125], [1769, 3124], [1770, 3123], [1770, 3122], [1771, 3121], [1771, 3120], [1772, 3119], [1772, 3118], [1773, 3117], [1773, 3115], [1774, 3114], [1774, 3111], [1775, 3110], [1775, 3105], [1776, 3104], [1776, 3100], [1777, 3099], [1777, 3094], [1778, 3093], [1778, 3081], [1779, 3080], [1779, 3041], [1778, 3040], [1778, 3036], [1777, 3035], [1777, 3033], [1775, 3031], [1775, 3030], [1773, 3028], [1773, 3027], [1771, 3025], [1770, 3025], [1765, 3020], [1764, 3020], [1762, 3018], [1762, 3017], [1757, 3012], [1756, 3012], [1752, 3008], [1751, 3008], [1749, 3006], [1748, 3006], [1742, 3000], [1741, 3000], [1738, 2997], [1737, 2997], [1734, 2994], [1733, 2994], [1732, 2993], [1731, 2993], [1729, 2991], [1728, 2991], [1726, 2989], [1725, 2989], [1723, 2987], [1722, 2987], [1719, 2984], [1718, 2984], [1713, 2979], [1712, 2979], [1707, 2974], [1706, 2974], [1698, 2966], [1697, 2966], [1690, 2959], [1689, 2959], [1684, 2954], [1683, 2954], [1678, 2949], [1677, 2949], [1672, 2944], [1671, 2944], [1653, 2926], [1652, 2926], [1650, 2924], [1649, 2924], [1647, 2922], [1646, 2922], [1644, 2920], [1643, 2920], [1641, 2918], [1640, 2918], [1631, 2909], [1630, 2909], [1629, 2908], [1628, 2908], [1627, 2907], [1624, 2907], [1623, 2906], [1619, 2906], [1618, 2905]]]",
Polygon 3,mask,"[[[512, 1708], [511, 1709], [507, 1709], [506, 1710], [502, 1710], [501, 1711], [500, 1711], [495, 1716], [495, 1717], [493, 1719], [493, 1720], [488, 1725], [488, 1726], [478, 1736], [478, 1737], [469, 1746], [469, 1747], [464, 1752], [464, 1753], [461, 1756], [461, 1757], [458, 1760], [458, 1761], [453, 1766], [453, 1767], [450, 1770], [450, 1771], [446, 1775], [446, 1776], [439, 1783], [439, 1784], [433, 1790], [433, 1791], [427, 1797], [427, 1798], [420, 1805], [420, 1806], [409, 1817], [409, 1818], [390, 1837], [390, 1838], [374, 1854], [374, 1855], [370, 1859], [370, 1860], [368, 1862], [368, 1864], [367, 1865], [367, 1870], [368, 1871], [368, 1875], [369, 1876], [369, 1879], [370, 1880], [370, 1882], [371, 1883], [371, 1884], [372, 1885], [372, 1886], [374, 1888], [374, 1889], [376, 1891], [376, 1892], [377, 1893], [377, 1894], [378, 1895], [378, 1896], [379, 1897], [379, 1898], [380, 1899], [380, 1900], [381, 1901], [381, 1902], [382, 1903], [382, 1904], [383, 1905], [383, 1907], [385, 1909], [385, 1910], [387, 1912], [387, 1913], [390, 1916], [390, 1917], [403, 1930], [403, 1931], [410, 1938], [411, 1938], [419, 1946], [419, 1947], [422, 1950], [422, 1951], [428, 1957], [429, 1957], [431, 1959], [432, 1959], [433, 1960], [434, 1960], [435, 1961], [438, 1961], [439, 1962], [444, 1962], [445, 1963], [449, 1963], [450, 1964], [453, 1964], [454, 1965], [456, 1965], [457, 1966], [459, 1966], [460, 1967], [462, 1967], [463, 1968], [467, 1968], [468, 1969], [471, 1969], [472, 1970], [477, 1970], [478, 1969], [479, 1969], [485, 1963], [485, 1962], [491, 1956], [491, 1955], [497, 1949], [497, 1948], [503, 1942], [503, 1941], [512, 1932], [512, 1931], [519, 1924], [519, 1923], [527, 1915], [527, 1914], [542, 1899], [542, 1898], [550, 1890], [550, 1889], [554, 1885], [554, 1884], [556, 1882], [556, 1881], [558, 1879], [558, 1878], [560, 1876], [560, 1875], [564, 1871], [564, 1870], [578, 1856], [578, 1855], [590, 1843], [590, 1842], [593, 1839], [593, 1838], [596, 1835], [596, 1834], [600, 1830], [600, 1829], [602, 1827], [602, 1826], [604, 1824], [604, 1823], [605, 1822], [605, 1821], [606, 1820], [606, 1819], [607, 1818], [607, 1817], [608, 1816], [608, 1814], [609, 1813], [609, 1812], [610, 1811], [610, 1810], [611, 1809], [611, 1807], [612, 1806], [612, 1801], [613, 1800], [613, 1792], [614, 1791], [614, 1773], [613, 1772], [613, 1755], [612, 1754], [612, 1745], [611, 1744], [611, 1740], [610, 1739], [610, 1737], [609, 1736], [609, 1735], [608, 1734], [608, 1733], [607, 1732], [607, 1731], [605, 1729], [604, 1729], [601, 1726], [600, 1726], [599, 1725], [598, 1725], [597, 1724], [596, 1724], [594, 1722], [593, 1722], [591, 1720], [590, 1720], [589, 1719], [588, 1719], [587, 1718], [586, 1718], [585, 1717], [584, 1717], [583, 1716], [582, 1716], [581, 1715], [580, 1715], [579, 1714], [577, 1714], [576, 1713], [571, 1713], [570, 1712], [563, 1712], [562, 1711], [554, 1711], [553, 1710], [535, 1710], [534, 1709], [528, 1709], [527, 1708]]]",
Polygon 4,mask,"[[[2330, 470], [2329, 471], [2324, 471], [2323, 472], [2317, 472], [2316, 473], [2312, 473], [2311, 474], [2309, 474], [2308, 475], [2305, 475], [2304, 476], [2301, 476], [2300, 477], [2298, 477], [2297, 478], [2294, 478], [2293, 479], [2290, 479], [2289, 480], [2286, 480], [2285, 481], [2283, 481], [2282, 482], [2279, 482], [2278, 483], [2276, 483], [2275, 484], [2272, 484], [2271, 485], [2269, 485], [2268, 486], [2265, 486], [2264, 487], [2260, 487], [2259, 488], [2256, 488], [2255, 489], [2253, 489], [2252, 490], [2249, 490], [2248, 491], [2246, 491], [2245, 492], [2242, 492], [2241, 493], [2238, 493], [2237, 494], [2233, 494], [2232, 495], [2228, 495], [2227, 496], [2225, 496], [2224, 497], [2221, 497], [2220, 498], [2217, 498], [2216, 499], [2213, 499], [2212, 500], [2208, 500], [2207, 501], [2204, 501], [2203, 502], [2200, 502], [2199, 503], [2195, 503], [2194, 504], [2191, 504], [2190, 505], [2187, 505], [2186, 506], [2183, 506], [2182, 507], [2178, 507], [2177, 508], [2174, 508], [2173, 509], [2169, 509], [2168, 510], [2163, 510], [2162, 511], [2158, 511], [2157, 512], [2153, 512], [2152, 513], [2148, 513], [2147, 514], [2144, 514], [2143, 515], [2141, 515], [2140, 516], [2139, 516], [2138, 517], [2137, 517], [2133, 521], [2133, 523], [2132, 524], [2132, 526], [2131, 527], [2131, 530], [2130, 531], [2130, 535], [2129, 536], [2129, 541], [2128, 542], [2128, 548], [2127, 549], [2127, 553], [2126, 554], [2126, 559], [2125, 560], [2125, 566], [2124, 567], [2124, 571], [2123, 572], [2123, 582], [2124, 583], [2124, 588], [2125, 589], [2125, 596], [2126, 597], [2126, 603], [2127, 604], [2127, 609], [2128, 610], [2128, 614], [2129, 615], [2129, 618], [2130, 619], [2130, 621], [2131, 622], [2131, 623], [2132, 624], [2132, 625], [2133, 626], [2133, 627], [2134, 628], [2134, 629], [2137, 632], [2137, 633], [2143, 639], [2143, 640], [2146, 643], [2146, 644], [2148, 646], [2148, 647], [2150, 649], [2150, 650], [2152, 652], [2152, 653], [2154, 655], [2154, 656], [2158, 660], [2158, 661], [2159, 661], [2160, 662], [2161, 662], [2162, 663], [2165, 663], [2166, 664], [2179, 664], [2180, 663], [2182, 663], [2183, 662], [2184, 662], [2185, 661], [2187, 661], [2188, 660], [2190, 660], [2191, 659], [2193, 659], [2194, 658], [2197, 658], [2198, 657], [2202, 657], [2203, 656], [2208, 656], [2209, 655], [2211, 655], [2212, 654], [2217, 654], [2218, 653], [2230, 653], [2231, 652], [2247, 652], [2248, 651], [2258, 651], [2259, 650], [2263, 650], [2264, 649], [2270, 649], [2271, 648], [2275, 648], [2276, 647], [2280, 647], [2281, 646], [2285, 646], [2286, 645], [2292, 645], [2293, 644], [2296, 644], [2297, 643], [2299, 643], [2300, 642], [2303, 642], [2304, 641], [2307, 641], [2308, 640], [2311, 640], [2312, 639], [2314, 639], [2315, 638], [2317, 638], [2318, 637], [2320, 637], [2321, 636], [2323, 636], [2324, 635], [2325, 635], [2326, 634], [2327, 634], [2328, 633], [2330, 633], [2331, 632], [2332, 632], [2333, 631], [2334, 631], [2335, 630], [2336, 630], [2337, 629], [2338, 629], [2339, 628], [2340, 628], [2341, 627], [2342, 627], [2343, 626], [2344, 626], [2345, 625], [2346, 625], [2347, 624], [2348, 624], [2349, 623], [2350, 623], [2352, 621], [2353, 621], [2356, 618], [2357, 618], [2363, 612], [2364, 612], [2365, 611], [2365, 610], [2367, 608], [2368, 608], [2378, 598], [2378, 597], [2383, 592], [2383, 591], [2386, 588], [2386, 587], [2390, 583], [2390, 582], [2396, 576], [2396, 575], [2398, 573], [2398, 572], [2399, 571], [2399, 570], [2400, 569], [2400, 567], [2401, 566], [2401, 564], [2402, 563], [2402, 561], [2403, 560], [2403, 552], [2402, 551], [2402, 545], [2401, 544], [2401, 538], [2400, 537], [2400, 534], [2399, 533], [2399, 531], [2398, 530], [2398, 529], [2397, 528], [2397, 527], [2396, 526], [2396, 524], [2394, 522], [2394, 521], [2392, 519], [2392, 518], [2385, 511], [2384, 511], [2377, 504], [2376, 504], [2365, 493], [2364, 493], [2354, 483], [2353, 483], [2349, 479], [2348, 479], [2345, 476], [2344, 476], [2342, 474], [2341, 474], [2340, 473], [2339, 473], [2338, 472], [2337, 472], [2336, 471], [2332, 471], [2331, 470]]]",
Polygon 5,mask,"[[[772, 2230], [771, 2231], [768, 2231], [767, 2232], [766, 2232], [765, 2233], [764, 2233], [763, 2234], [761, 2234], [760, 2235], [759, 2235], [758, 2236], [757, 2236], [756, 2237], [754, 2237], [753, 2238], [750, 2238], [749, 2239], [748, 2239], [746, 2241], [744, 2241], [743, 2242], [742, 2242], [741, 2243], [739, 2243], [738, 2244], [735, 2244], [734, 2245], [732, 2245], [731, 2246], [730, 2246], [729, 2247], [728, 2247], [727, 2248], [726, 2248], [725, 2249], [724, 2249], [723, 2250], [722, 2250], [721, 2251], [720, 2251], [719, 2252], [717, 2252], [716, 2253], [714, 2253], [713, 2254], [712, 2254], [711, 2255], [710, 2255], [709, 2256], [708, 2256], [707, 2257], [705, 2257], [704, 2258], [703, 2258], [702, 2259], [701, 2259], [700, 2260], [699, 2260], [698, 2261], [696, 2261], [695, 2262], [694, 2262], [693, 2263], [692, 2263], [691, 2264], [690, 2264], [688, 2266], [687, 2266], [686, 2267], [685, 2267], [683, 2269], [682, 2269], [681, 2270], [680, 2270], [679, 2271], [677, 2271], [676, 2272], [675, 2272], [674, 2273], [673, 2273], [672, 2274], [671, 2274], [670, 2275], [669, 2275], [668, 2276], [666, 2276], [665, 2277], [664, 2277], [663, 2278], [662, 2278], [661, 2279], [660, 2279], [659, 2280], [658, 2280], [657, 2281], [656, 2281], [655, 2282], [654, 2282], [653, 2283], [652, 2283], [651, 2284], [650, 2284], [648, 2286], [647, 2286], [646, 2287], [645, 2287], [644, 2288], [642, 2288], [641, 2289], [639, 2289], [638, 2290], [636, 2290], [635, 2291], [633, 2291], [632, 2292], [630, 2292], [629, 2293], [628, 2293], [627, 2294], [626, 2294], [625, 2295], [624, 2295], [623, 2296], [622, 2296], [621, 2297], [620, 2297], [619, 2298], [618, 2298], [617, 2299], [616, 2299], [614, 2301], [613, 2301], [602, 2312], [602, 2313], [600, 2315], [600, 2316], [598, 2318], [598, 2319], [596, 2321], [596, 2322], [593, 2325], [593, 2326], [590, 2329], [590, 2330], [589, 2331], [589, 2332], [588, 2333], [588, 2334], [586, 2336], [586, 2338], [585, 2339], [585, 2341], [584, 2342], [584, 2343], [583, 2344], [583, 2345], [582, 2346], [582, 2347], [581, 2348], [581, 2349], [580, 2350], [580, 2351], [579, 2352], [579, 2353], [578, 2354], [578, 2356], [577, 2357], [577, 2359], [576, 2360], [576, 2362], [575, 2363], [575, 2365], [574, 2366], [574, 2367], [573, 2368], [573, 2372], [572, 2373], [572, 2393], [573, 2394], [573, 2395], [582, 2404], [583, 2404], [585, 2406], [586, 2406], [587, 2407], [588, 2407], [589, 2408], [591, 2408], [592, 2409], [593, 2409], [595, 2411], [596, 2411], [597, 2412], [598, 2412], [607, 2421], [608, 2421], [611, 2424], [612, 2424], [613, 2425], [614, 2425], [615, 2426], [616, 2426], [617, 2427], [618, 2427], [619, 2428], [621, 2428], [623, 2430], [624, 2430], [625, 2431], [626, 2431], [627, 2432], [628, 2432], [630, 2434], [631, 2434], [636, 2439], [637, 2439], [642, 2444], [643, 2444], [644, 2445], [645, 2445], [647, 2447], [648, 2447], [649, 2448], [650, 2448], [651, 2449], [652, 2449], [653, 2450], [673, 2450], [674, 2449], [676, 2449], [677, 2448], [678, 2448], [680, 2446], [681, 2446], [682, 2445], [683, 2445], [685, 2443], [686, 2443], [687, 2442], [688, 2442], [691, 2439], [692, 2439], [694, 2437], [695, 2437], [696, 2436], [697, 2436], [699, 2434], [700, 2434], [701, 2433], [702, 2433], [704, 2431], [706, 2431], [707, 2430], [708, 2430], [709, 2429], [710, 2429], [711, 2428], [713, 2428], [714, 2427], [716, 2427], [717, 2426], [719, 2426], [720, 2425], [722, 2425], [723, 2424], [724, 2424], [725, 2423], [727, 2423], [728, 2422], [729, 2422], [730, 2421], [731, 2421], [732, 2420], [733, 2420], [734, 2419], [735, 2419], [736, 2418], [737, 2418], [738, 2417], [739, 2417], [740, 2416], [741, 2416], [743, 2414], [744, 2414], [746, 2412], [747, 2412], [749, 2410], [750, 2410], [752, 2408], [753, 2408], [755, 2406], [756, 2406], [757, 2405], [758, 2405], [759, 2404], [760, 2404], [761, 2403], [762, 2403], [763, 2402], [764, 2402], [765, 2401], [766, 2401], [767, 2400], [768, 2400], [769, 2399], [770, 2399], [771, 2398], [773, 2398], [774, 2397], [775, 2397], [776, 2396], [777, 2396], [779, 2394], [780, 2394], [782, 2392], [783, 2392], [785, 2390], [786, 2390], [788, 2388], [789, 2388], [791, 2386], [792, 2386], [793, 2385], [794, 2385], [795, 2384], [797, 2384], [798, 2383], [799, 2383], [800, 2382], [802, 2382], [803, 2381], [804, 2381], [805, 2380], [807, 2380], [808, 2379], [809, 2379], [810, 2378], [811, 2378], [812, 2377], [813, 2377], [814, 2376], [815, 2376], [816, 2375], [817, 2375], [818, 2374], [819, 2374], [820, 2373], [821, 2373], [822, 2372], [823, 2372], [824, 2371], [826, 2371], [827, 2370], [828, 2370], [829, 2369], [831, 2369], [832, 2368], [834, 2368], [835, 2367], [836, 2367], [837, 2366], [838, 2366], [844, 2360], [844, 2359], [846, 2357], [846, 2355], [847, 2354], [847, 2352], [848, 2351], [848, 2326], [847, 2325], [847, 2310], [846, 2309], [846, 2305], [845, 2304], [845, 2300], [844, 2299], [844, 2296], [843, 2295], [843, 2293], [842, 2292], [842, 2290], [841, 2289], [841, 2288], [840, 2287], [840, 2285], [839, 2284], [839, 2282], [838, 2281], [838, 2279], [837, 2278], [837, 2275], [836, 2274], [836, 2270], [835, 2269], [835, 2267], [834, 2266], [834, 2265], [833, 2264], [833, 2263], [830, 2260], [829, 2260], [828, 2259], [827, 2259], [826, 2258], [825, 2258], [824, 2257], [823, 2257], [822, 2256], [821, 2256], [820, 2255], [819, 2255], [818, 2254], [817, 2254], [814, 2251], [813, 2251], [811, 2249], [810, 2249], [808, 2247], [807, 2247], [799, 2239], [799, 2238], [793, 2232], [792, 2232], [791, 2231], [790, 2231], [789, 2230]]]",
